fecha_reporte_web,departamento,departamento_nom,ciudad_municipio,ciudad_municipio_nom,id_de_caso
20/8/2021 0:00:00,70,SUCRE,70215,COROZAL,1
20/8/2021 0:00:00,70,SUCRE,70429,MAJAGUAL,1
20/8/2021 0:00:00,70,SUCRE,70670,SAMPUES,3
20/8/2021 0:00:00,70,SUCRE,70713,SAN ONOFRE,1
20/8/2021 0:00:00,70,SUCRE,70771,SUCRE,1
20/8/2021 0:00:00,70,SUCRE,70823,TOLUVIEJO,2
20/8/2021 0:00:00,73,TOLIMA,73001,IBAGUE,17
20/8/2021 0:00:00,73,TOLIMA,73055,ARMERO (GUAYABAL),1
20/8/2021 0:00:00,73,TOLIMA,73067,ATACO,1
20/8/2021 0:00:00,73,TOLIMA,73148,CARMEN DE APICALA,1
20/8/2021 0:00:00,73,TOLIMA,73168,CHAPARRAL,15
20/8/2021 0:00:00,73,TOLIMA,73217,COYAIMA,1
20/8/2021 0:00:00,73,TOLIMA,73283,FRESNO,1
20/8/2021 0:00:00,73,TOLIMA,73408,LERIDA,1
20/8/2021 0:00:00,73,TOLIMA,73449,MELGAR,4
20/8/2021 0:00:00,73,TOLIMA,73555,PLANADAS,2
20/8/2021 0:00:00,73,TOLIMA,73585,PURIFICACION,1
20/8/2021 0:00:00,73,TOLIMA,73616,RIOBLANCO,1
20/8/2021 0:00:00,73,TOLIMA,73675,SAN ANTONIO,1
20/8/2021 0:00:00,73,TOLIMA,73678,SAN LUIS,1
20/8/2021 0:00:00,73,TOLIMA,73861,VENADILLO,1
20/8/2021 0:00:00,76,VALLE,76001,CALI,476
20/8/2021 0:00:00,76,VALLE,76109,BUENAVENTURA,6
20/8/2021 0:00:00,76,VALLE,76111,BUGA,22
20/8/2021 0:00:00,76,VALLE,76126,DARIEN,1
20/8/2021 0:00:00,76,VALLE,76130,CANDELARIA,5
20/8/2021 0:00:00,76,VALLE,76147,CARTAGO,4
20/8/2021 0:00:00,76,VALLE,76233,DAGUA,1
20/8/2021 0:00:00,76,VALLE,76246,EL CAIRO,1
20/8/2021 0:00:00,76,VALLE,76248,EL CERRITO,3
20/8/2021 0:00:00,76,VALLE,76306,GINEBRA,3
20/8/2021 0:00:00,76,VALLE,76364,JAMUNDI,9
20/8/2021 0:00:00,76,VALLE,76520,PALMIRA,19
20/8/2021 0:00:00,76,VALLE,76606,RESTREPO,1
20/8/2021 0:00:00,76,VALLE,76736,SEVILLA,2
20/8/2021 0:00:00,76,VALLE,76823,TORO,1
20/8/2021 0:00:00,76,VALLE,76828,TRUJILLO,1
20/8/2021 0:00:00,76,VALLE,76834,TULUA,8
20/8/2021 0:00:00,76,VALLE,76863,VERSALLES,1
20/8/2021 0:00:00,76,VALLE,76869,VIJES,1
20/8/2021 0:00:00,76,VALLE,76890,YOTOCO,4
20/8/2021 0:00:00,76,VALLE,76892,YUMBO,6
